#	type1	type2	type3	k	theta0	ref
angle	EST	CM2	OA	5	146	7
angle	EST	CME	CT	1.3	170	DB
angle	EST	NEP	EST	5	109.5	7
angle	EST1	CM	CM	1	178	4
angle	EST1	GL	EST2	1	95	4
angle	EST2	CM	CM	1	178	4
#angle	GBB	GBB	side	??	??	2
#angle	GBB	PHE1	PHE2	??	180	2
#angle	GBB	TR1	TR2	??	180	2
#angle	GBB	TYR1	TYR2	??	180	2
angle	GL	EST1	CM	0.8	168	4
angle	GL	EST2	CM	0.8	172	4
angle	NC	PHE	CM	3.3	112	4
angle	NC	PHE	GL	3.1	112	4
angle	NC4	CM	CM	1	174	DB
angle	NEP	EST	BEN	5	170	7
angle	NEP	EST	CM	23	90	7
angle	NH	PHE	GL	4	102	DB
angle	NH	PHEE	GL	4	102	4
angle	OA	CM2	OA	8	67	7
angle	OA	EO	CT2	4	146	1
angle	OA	EO	OA	6.6	131	1
angle	PHE	CM	CM	1.1	178	4
angle	PHE	GL	EST1	1.4	124	4
angle	PHE	GL	EST2	2	138	4
angle	PHER	BER	BER	30	106	3
angle	SO3	CAM	CAM	101	177.6	6
angle	SO3	CAM	CAX	105	177	6
angle	SO3	CM3	CM3	1.6	175	6
angle	SO3	CM3	CT2	1.8	175	6
angle	SO3	CM3	CT3	1.6	175	6
angle	SO3	CM3	CT3	1.6	175	6
angle	SO3	CM3	CT4	1.6	175	6
angle	SO4	CM	CM	1.1	178	DB
#angle	TR1	TR2	TR3	??	60	2
angle	XYR	BER	BER	30	106	3
angle	XYR	BER	PHER	30	122	3
angle	XYR	BER	XYR	30	122	3
